,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,Category
2001,Ciara Linden,2021,4,Great model of Chromebook,,"Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2002,Amazon Customer,2015,3,This particular model is ho-hum.,"I love and hate this particular Chromebook.  I enjoyed not having to buy an anti-virus program for this OS, as it is installed into the browser.  I also enjoyed using Google's proprietary apps which I found to be better than Microsoft's original versions, and anything I normally do on the internet worked just fine here.  I was unhappy with all the online apps offered in the Chrome Store.  Many are subpar at best.  I also understood at the time I purchased the unit that Chrome Store would be offering more apps that were already available on the Android platform but to date, there's only a handful.  Even with the Android platform coming to Chromebook, this particular model is not getting the update due to it being a non-Intel model.  This Chromebook constantly disconnects from Bluetooth and Wifi.____________________________________________________________________________(old review)I recently got rid of my Windows laptop and decided to try a Chromebook.  My PC habits have changed over the years and with all the applications now available via the cloud, I thought the Chromebook would be a nice, affordable change.  I've been working with Google apps for quite a while on my other PC and tablet and thought I'd give the cloud world a 100% green light.  I've been working with it for 2 months and I'm liking it so far.This particular Chromebook 2 by Samsung is very nice.  I do feel like I have a sturdy product in hand.  I love the fact that when I open it up, it automatically turns on and I can log into my work space in seconds.  I gave this product 4 out of 5 stars because the typing keys already look slightly worn with only 2 months of use, and I'm only on it about an hour a day and not even typing much at that.  However, I have no reason to believe the keys will short out or give up before the life of the product itself.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2003,Rajash S.,2022,3,slow,"old system, little slow","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2004,BerkeleyBear,2015,5,I love chromebooks now and wish I could give one to everyone I know lol,"I wouldn't even know where to begin with how much I love this chromebook. After several charges, I now get about 5-6 hours of battery life until I need to charge it again. Though, I do recall having up to 8 hours of battery life in the beginning. Going from a heavy/huge laptop (Toshiba Satellite) to this one felt amazing. I love google products and the switch to solely using google drive was natural. Now there is microsoft versions of word, excel, powerpoint, etc. that you can use if you do not like google docs, spreadsheet and slides. I love how light it is, the size is perfect for me as a student since it is not too tiny nor too big for college desks, and the speed in turning on and off. The ONE downside I have with this since I love just about everything about it is that I have issues with printing. You should check to see if your printer is ""cloud-ready"" because if it isn't then you need to use another computer in order to do the cloud printing. Basically what this means is that I find the file on the chromebook, do the print set up and press print, then go to my old laptop and open it up and log in. As soon as you wake up the laptop that has the cloud-ready printing on it, the printer will begin to print. It is not too much of a hassle but I am thinking of just selling my old laptop and this printer (even though it is relatively new) and just buying a cloud-ready printer. I had also bought a tablet not long after (Samsung Galaxy Tab 4 7.0) getting this but ended up selling it because I really had no use for it (I bought it for school but thought this was much more handy so it ended up being just for games). Any of your considering getting a tablet, just get this and try it because it is awesome and is much more practical than a tablet. You won't have to buy extra accessories aside from maybe a case and or screen protector since it already has everything you need.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2005,JayKruz_90,2014,4,I could have easily gotten a refund after I found this out but ...,"I bought this computer because I had to put my macbook pro in the shop for a fan replacement and I attend a school where we use our computers everyday. I wanted something that I could use temporally and at a decent price. First off this computer doesn't work for my school because two programs that we use for class does not run on chrome. I could have easily gotten a refund after I found this out but I fell in love with this computer the minute I took it out of the box.First, I love the size of this computer it's very lightweight and the screen is perfect, even though it is an 11 inch its not too small. All you need is a wifi connection and you're good to go, you can save documents, transfer your music and videos, etc. I'm keeping this computer because it's easier to carry around then my 15 inch macbook pro. I can just sit it on my lap and tap away. My only complaint is that this computer is not compatible with software that isn't made by google, I get that this is why it is called chrome book. I understand not running the same programs as apple or micro soft but programs used by schools should be able to run on a chrome book, if they were a lot more people would have them.So if you're thinking about getting this for school but your school use programs like Repondus or Graph Pad or anything similar, then this can't be your main computer, its good for a backup or recreational use. Overall, I'm still happy with it!","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2006,irisch,2014,3,Looks and feel good but not so sure about performance.,"I don't write many reviews but I felt I should write one on this Chromebook 2.First, let me say I am not new to the Chromebook. I purchased one back in 2012 it was a Samsung and at the time it first came out I forked out $450.00 for it but my wife loved it and used it everyday since the day I bought it. Well, she got her new one yesterday and it took me less then 5 minutes to set it up.Now the look and feel of the new one is much better then the old Chromebook, not saying the old one was that bad. That was the plus side now for the performance. My wife like to watch one soap opera, which she watches everyday. On her old Chromebook it ran great, but on the new one it would pause, skip, and jerk. Now the new unit has 2 gig more memory and a better processor so I didn't expect this.Well, I went on the help forum for the Google Chrome and tried a few things, like turning off extensions and logging on as guest, it helped some but it still runs slower then the old one.My wife is going to give it a couple of days and decide if she wants to send it back. This is why I am only giving it three stars.I also have to be honest with you the soap she watches is on ABC and they don't do videos very well. I try videos from youtube and they work much better. I just feel the overall performance is not as good as the older Chromebook. By the way you can find the old one much cheaper. I missed out on buying one a deal of the day for $85.How this review will help with your decision making.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2007,Late Adopter,2014,5,"So far so, so good! Fast, simple, polished.","Just came, today. Very easy to set up (including getting Hebrew to work, which I need). Very fast to both boot up and come out of sleep. I'm used to using Macbooks and this is obviously not quite as versatile and polished, but it's actually kind of close in the physical experience -- ie, the keyboard and the touchpad are comparable (and that's high praise for a machine that's maybe a third of the price).Just starting to try the offline capacity, but Google Docs -- the main software I use -- seems to work well offline. Streams Netflix and Hulu well.Starting to notice some things it _can't_ do. The pdf reading capacity is nothing close to what you get with Mac's Preview -- no ability to annotate or edit pdfs (maybe someone will come out with a good app for that like iAnnotate on the iPad). In a more 'critical mission' department, some banking/utility company software doesn't work with the Chrome browser . . . . and with a _Chromebook_, you can't just switch to MS Explorer or Safari or something to see if it works better.Bottom line, it seems like an extraordinary machine for the price, especially if you have (like me) already moved just about everything you do into the cloud (only maybe 8gig of usable hard disk space here).  . . . With the small storage space and the limited software options it feels to me a little bit like something in between a tablet and a full-service computer. But, as with tablets, you seem to get something in return for sacrificing some functionality -- lightening fast performance at what it does do, especially in terms of being almost instantly available from sleep.Great option if you don't need a ton of hard disk space for videos and such and you're not trying to do image editing or desktop publishing.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2008,Jason,2014,3,Disappointed / annoyed,"I was really excited for this chromebook after using my wife's acer base model for a few weeks, however, I have been pretty disappointed.  First issue: uploading photos from an external hard drive.  Google drive and/or this computer can't handle my 8GB upload of photos, and it keeps crashing or simply cutting the upload off around 2000 files.  Next, the file manager is poor.  I can't delete files from my external HD via the file manager, and I also am unable to see summary statistics for any folder in my google drive (total space, file count, etc.).Next: display issues.  I've hooked up my computer to the TV and it can't mirror screens.  On top of that, the HDMI connection is fragile and crashes chrome browser sometimes or loses the mouse.Next: screenshot problems.  About 50% of the time, my screenshots fail and I have to redo them.Next: media playback.  the standalone video player wouldn't read the video portion of my mkv file.  i'm sure it's a codec issue, but annoying nonetheless.I was swayed by some of the reviews for this product that insisted, yes, even though this is mostly a cloud machine, it is just as good as a real computer.  I see where they're coming from.  If these things worked, I'd be inclined to agree, but as it stands, this is a far inferior product to what I was expecting, and inferior even to the Acer $200 model my wife has, even with the extra computing power.  I wish I had purchased that one and pocketed the extra $100.Be warned.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2009,Kelly,2014,5,It is great for what it is advertised for - internet,"This is growing on me.  It is great for what it is advertised for - internet, email, basic surfing.  It supports my candy crush addiction.  It boots up quickly and has great battery life.  Keyboard is a great size. It doesn't get super hot and it has already survived a few drops from a 2-3 foot high table onto carpeted floor that sits next to my recliner.  That being said, it supports a limited number of video codecs so if you want to watch videos on it offline there is a good chance it won't play.  You can do a side boot to ubuntu through the crouton? ""app"" but since this is an ARM based machine, options are limited in Ubuntu.  I could not get flash working in Ubuntu and my videos wouldn't play there either.  I'm not really sold on the fake leather external casing but that isn't really a deal breaker either.  If I had done my research prior to my impulse buy I would have known about the limitations and probably wouldn't have bought it.  I would, however, recommend this for parents or siblings or those who aren't technologically savvy.  This would be great for my parents who used to turn the computer off by flipping the power switch because they would forget how to do it through a windows start ""bar:.  It would also be great for people who ""click on every link"" and download malware with every link they open.  The non-standard OS should help protect them from that to some degree.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2010,Steven Williams,2015,1,"Missing too many features to be a good laptop or internet device, get an Asus or an iPad","I just wanted a cheap laptop, so I thought I'd give ChromeOS a chance.  After using it for a year I wish I'd spent the extra 100$ for a refurbished Macbook or an Asus instead.  Every month or so I try to accomplish some seemingly common task, only to find that there is no way to do it on ChromeOS.  When you count in the amount of time spent trying to find workarounds (if they even exist) the price tag on this ""bargain"" laptop increases pretty rapidly.  I am a highly technical person, so this list is not compiled in ignorance.  Overall feels like Google just wanted you to do things The Google Way.  Linux, Windows, and Mac all have much bigger developer communities so pretty much any task you want to accomplish is possible, not so with ChromeOS.  If you really just want an internet machine get an iPad, better battery life and apps that don't suck.Tasks that suck  SSH.  You can use the developer shell, but it is a pain to use private key files, set up tunnels, or anything else that one would expect. Also with a tiny resolution your window is limited to being 100 characters wide or so, even on a massive external display.  Torrents. JSTorrent sorta works, but its frustrating and slow.  Downloaded Files.  Google doesn't like offline files, cause they can't monetize your usage of them.  Any downloaded file can randomly be deleted.  Netflix is slow, sometimes audio is distorted. Also limited to 720p output.  Granted, Chrome on ANY platform is limited to 720p, but even Internet Explorer can do 1080p.  Flash is broken.  Not that common anymore but still frustrating.Features Missing (ZERO workarounds)  Cannot zoom/pan images downloaded from the internet.  Good luck if your vacation photos are larger than the tiny screen.  When connected to external display, turning off said monitor puts it to sleep.  KeepAwake doesn't work, despite what people say.  Tried to use my chromebook to browse the internet on my TV from the couch with a wireless keyboard, but turning off the TV would turn off the chromebook.  No way to SCP files to/from remote server  Hangouts doesn't work properly, sound is distorted, video is unusable even on high-speed connection.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2011,Ace,2014,5,Buy Now,"This device is great, this is obvious if you read all of the reviews and see that the only negative comments are ridiculous nonsense.  The screen is beautiful, the keyboard feels perfect, you don't have to be online all the time, or half the time, or ever.  Plenty of offline apps with their own section in the app store, and Android apps are coming very soon in a Chrome OS update.  Docs and Sheets work great on my phone and tablet and they work 100 times better on my Chromebook.  Perfectly capable office suite.  My sister is a teacher whose large school furnished each student with a Chromebook, and after a few months of having them they ordered one for each teacher to phase out the teachers Mac desktops that were used for grading and such.  Google nailed it and is continuing to make it better, Samsung's input is flawless, the build is solid, fake leather feels nice, and who the hell cares about the fake stitching I think it looks great but if that deters you I'd rather know that you don't have one of these so you don't hurt yourself beating it against your head to try and open it.  I haven't looked recently but when I bought this a few weeks ago Chromebooks were all ten of Amazon's top selling laptops, what else needs to be said, and at the price and with the cloud and synching buy one for each room in the house.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2012,mommylikestoshop,2020,5,Customer Service/Overall Functioning,"My favorite part about this product? That would most likely be the timely efforts that the company put in when selling this laptop. Allow me to explain. When it arrived, the laptop and charger arrived with a slip of paper which read, ""Used-Like New"". When I opened the box, however, the tip of the charger resembled a fish hook and would only charge the laptop at a certain angle. So I went directly to customer service, reported the problem and went to bed. When I woke up, 5G Sales had already left a response saying that they would send another charger at no additional charge. In short, when buying from this company, you can rest easy knowing that you will get good customer service and a decent device. Yes; this laptop is taking care of all of my internet browsing, online shopping and typing needs.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2013,P. Shine,2014,2,Internet machine..nothing more.,"If all you want is internet its ok. If you want to print, save, alter documents, use software, install software ect. This is is just a ipad or galaxy s4 touch with a keyboard but with much less available apps because its chrome os.Simple things like printing and saving are nightmares. No cd drive so you have to try to install programs online..not gonna happen because you can only download window, mac, linux. So how do you get the programs on to your chromebook. YOU DON'T!!!After a 3 hour session of google-ing and trying to find a solution. All there is to do is some coding..sorry I didn't study coding so I can't write code. Shame on me, right?... This is an extremely frustrating device. Spend the extra hundred on an actual PC or go big and spend 700-1200 on an apple product. Seriously this product has leaps and bounds to go before it can be considered par with PCs. Avoid this thing...unless you need to use email or internet.If you want to skype, Line, use quicktime for videos or other common programs this is not the ""computer"" for you. You simply can't install the majority of them.Do yourself a favor. Go on Youtube, search things like ""install skype on google chromebook"". Watch the video and see what kind of process you'll have to go through to install something as simple and common as skype. Coding and other thing most ""common folk"" like me don't know how to do...Nightmare. I wish I would have done some homework before. Now I'm stuck with a computer that has much less available programs than android, apple and linux.At 320 bucks this is a rip off, its Junk avoid. The 149.00 version is the way to go and you get what you pay for..this thing, you pay and get nothing more back.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2014,Trevor Allen,2014,5,(y) <--- On Facebook that translates to thumbs up.,"Excellent Chromebook. Bought this when my samsung chromebook 2 order on Samsung.com went on back-order and got this guy from amazon. Everything is great about this machine which i'm writing this review on, however the seal for the device did come broken. I know it says dont accept if the seal is broken however i opened it and nothing was out of place. The device is a great performer, and the octa core really gives it that extra power to do a great job. Screen is pretty good in terms of quality. Great for my online summer school and chrome is a very robust browser for anything on the web. Literally boots in about 5-10 secs and logs in easily. WiFi chip is excellent and battery life is amazing. Charges extremely fast however it also lasts a long time. Really takes a good media beating without killing the battery too much. It was also great to go to the samsung booth and pull out a product they still have yet to release in stores for months. Also design kills all Chromebooks below it except for the 13 inch chromebook 2. I wish the webcam was better though. Overall great device and very powerful. great screen, battery life, design, speed, and the size. Easily slips into any backpack pocket. Love it!","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2015,Arsen Dernersissian,2022,3,Falla para recarga de batería.,Falla en el conector de carga AC.,"Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2016,Fernando Barahona,2014,5,,,"Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2017,Brendan,2015,4,The best internet device ever,"This device is simply superior, the best chromebook version ever. I have the Samsung Chromebook XE303C12 and although it still works great, this ""Chromebook 2"" has simply overshadowed. The performance is superior, no lags whatsoever, and always ready with an immediate response.The keyboard is much more comfortable, but the best is the trackpad, and I wish my Windows laptop had a trackpad as comfortable and precise like the one with the Samsung Chromebook 2.The faux leather finish, is not at all cheap, makes the device look even more attractive and stylish. I'm still regretting not having bought version 13.3"" to take advantage of the full HD instead of 720p, but as I read on reviews, have been observed performance problems in version 13.3"" that does NOT exist in version 11.6 ""If you are like me who spends hours on the web, checking email, social networking, researching and taking online courses, this is the machine you need.If you also need to create or revise documents, spreadsheets, presentations, this machine must be in consideration.If you spend hours doing streaming of music from Spotify or Google Play or Rdio, movies from Netflix and TV shows from Hulu, or has a media server (or NAS) with PLEX .... this definitely is the device that you are looking for.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2018,Phil,2014,5,Perfect travel companion,"Excellent little laptop for the price, although limited in its capabilities. As a frequent business traveler, I didn't want to lug a thousand dollar MacBook Air around in my briefcase, I would constantly be thinking about its safety. I bought this for under $300, so I can just slip it in my bag and forget about it. It boots up instantly, lasts for at least 8 hours of moderate use, has a matte screen which does not reflect sunlight, and uses an excellent keyboard. I am somewhat limited by Chrome, such as using Google docs vs Microsoft word and online photo editors such as Pixlr instead of Photoshop. But if those are my only compromises, I think this is a great deal. I don't even have to bring the power brick with me when traveling, since the laptop holds its charge for up to 3 days while I'm on the road. For the price, I think every business traveler should try one.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2019,Rita R.,2021,3,So small and fast,"I didn't realize it, but I do mostly web surfing and watching videos with some light word, excel, etc.  What I really want in a home laptop is something small and light, works fast, and lets me do the above.  This is obviously amazingly fast, great battery, allows me to do everything I want once I got used to it and got all the extensions and such.  I got an external hard drive to keep all my historical photos and files.  Synched up all my files I want to have access to on google drive to have them in the cloud.One thing I didn't like quite so much was that the screen isn't super high res, so videos look good, but not great.  When at home I connect to a second screen, so it's not a problem, but on the road it's not perfect.  I wanted to the smaller size though, so I guess it was a tradeoff as I've heard the 13 inch has a really nice screen.Overall, I love the simplicity and it does what I want to do very very well at a very very good price.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2020,Quantumcroquet,2020,4,Chrome book,"Works well, just was not able to use it for what I wanted to was unable to watch movies on it because it keep saying unsecured  network","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2021,Chuck Davis,2014,4,Runs a bit on the slower side.,"Some minor irritations with using this product. It can be quite slow. I've tried changing the wifi used, to no avail. It will certainly fulfill the job for which it's intended (school work); beyond that, I don't think I will use it for much more. Works great for simple internet browsing, though!","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2022,SamanthaM,2015,5,Great product,"So far so good! I've had the Chromebook for just shy of a month, and I like the functionality. Set-up was crazy simple. I love the immediate power-up when you open the lid. The battery life is fantastic. I had a little trouble the other day connecting to the wi-fi at our home. My other devices were connected properly, but the Chromebook wouldn't.  I shut off the Chromebook and then turned it back on, and it connected just fine.  Update: About 2 years and one month after purchase, the Chromebook stopped working properly. It ran pretty well up until it just didn't. It would restart on it's own after about a minute of use. It still started up quickly, but I coudn't figure out how to get the restarting to stop. For the price, it wasn't worth trying to get someone to fix the issue. I still really enjoyed the Chromebook experience overall, but wish I'd gotten at least another year out of the laptop.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2023,Amazon Customer,2015,4,Mah Baby <3_<3,"Oh my god this thing is beautiful! I carry this around for classes (and we have a gigantic campus) and it is so lightweight and easy! It turns on very fast and you can directly go into docs and start taking notes! It has a great battery life, I charge it every 2 days and I use it a lot! Now I don't expect it to be as fast as my MacBook (obviously.) but I did kinda expect it to actually work a bit faster. It is decent though. If you are aware of what you are buying, it's a good investment","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2024,R. Thompson,2014,5,Great addition to our household tech products.,"Highly functional, super fast and a great addition to our other laptop.  We also hook it up to our TV and use it to stream online shows, etc.  The light weight makes it easily transportable, we can use our phones as a hotspot so the need for internet isn't a problem, and it allows us to work online from anywhere.  As most (80-90%) of what we use our computers for is online this was a great choice for us.  We also have a Macbook for offline functionality like Word, Photoshop, etc., but our Chromebook 2 is used just as much if not more than the Macbook.  I also love that the Chromebook 2 allows multiple users to be logged in at the same time so we can just switch between them and not accidentally close or delete another person's work.  The battery also feels inexhaustable, it lasts forever!  I'd buy one again in a heartbeat.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2025,Rick N,2014,3,"Ok, but I'm not getting faster page loads than a 2Gig Acer.","I purchased an Acer Chromebook for $200 about 1 year ago. It stopped working, so I sent it to Acer for warrenty repair. It now works for about 2 days and I have to open the case and move wires around to get it going. So, I decided against buying another Acer. I read the reviews and thought this chromebook would be considerably better for $300. I only use the Chromebooks for browsing so speed and sound were most important to me.The sound is much better on the Samsung (speakers or headset), speed for the Samsung (4g memory) is no faster than the Acer (2G memory), and screen on the Samsung is a little darker. For speed testing, I sat the laptops side by side and tried to access the same website at the same time. They were almost identical for the page load.I hope this one last longer than a year.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2026,EW,2014,5,Happy!  You betcha!,"Sweet!!!!  Got rid of my wife's Macbook Air and replaced it with this Chromebook.  The Chrome operating system works flawlessly and I love the cloud storage concept... at least it works for us.  My kids won't make the change since they like to play games, but I will soon be buying another one for me to upgrade from my tablet.  I decided to start minimalizing our heavy computer needs and for the past 2 years I have only used a tablet, except for a few instances that it wouldn't work.  I bought one of the original chromebox's and it still works flawlessly with my bedroom TV so I have no doubt the Chromebook will still be viable for years... WITHOUT UPDATES, UPGRADES, VIRUSES, etc.  Lastly, the screen is crystal clear, the finish is superb and it is much lighter the our ex-Macbook Air and nearly as light as my 10"" Samsung tablet.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2027,rob a,2014,5,couldn't be happier,"I wanted a chromebook and loved the design and the specs of this Samsung product. I struggled between this and the the dell 11"" chromebook because the reviews from the techies said the arm processor in the Samsung lagged. I took a chance and got it today and have been loving it all day. it's fast and snappy for the things I do on a lap top. I typically have 2 to 4 tabs open, checking email, surfing the web, streaming music and watching videos. everything runs seamlessly without any stuttering or buffering. if you were worried, don't be and get this because you will love it. key board and track pad, excellent. screen is the usual 1366x733...its pretty nice. it looks good and feels good. light as a feather, speakers suck like most lap tops but I use headphone with my fiio amp/dac and it works great. 8 hours battery life, amazing. it's a steal @$299","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2028,Duffles,2015,3,Meh,"Bought as a urgent replacement for a laptop that crapped on me.Cons: Somewhat underpowered for even moderate web browsing and video watching (even at 720p). Chrome OS does not allow you to use any printer, it must be a Google Cloud Print capable printer. Also if your work requires you to log into websites with an IE browser, this is impossible on Chromebook.......Pros: Seriously compact, great for travel, awesome battery life. Chrome OS is phenomenal.Summary: I would buy another Chromebook as I can work around my second and third con. However, I suggest EVERYONE that purchases this strongly consider getting a more powerful processor. (this is on the economical end of chromebooks and there are PLENTY to upgrade to) Perhaps something in the 350-500 range. If you spring for that, you will not be disappointed.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2029,The Carl,2014,4,Nice Little Book for business.,"I bought this computer for my business a couple months ago. I have had a couple growing pains and there is a lot of software that doesn't work on the cloud ...so if there is a ""Must Have"" double check with the manufacturer. It works great for what I need it for. E-mail, web-page maintenance, inventory, recipe costing, invoicing/billing, online banking and the google sheets has worked out well and is easy to get used to. The only flaw with google sheets is no Double underline, which is weird since it is a standard in accounting.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2030,Greg1979,2014,5,A great value!,You know what's so awesome about this baby? The fact that there is literally no start up time when you want to turn it on and that there is no fan for overheating! That along with the ease of use and intuitively simple nature of it combined with the great value (under 3 C notes as we speak) make this an excellent and portable option for people who simply want to cruise the net and watch videos. This is what I use it for and it does not bother me that it may lack the computing power and prowess for the hardcore gamer or programmer. It just gets the job done and is a great tool for me when I travel and don't want to lug around a heavy or clunky laptop or an overpriced tablet. A great deal all the way around! :),"Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2031,Imareal Whinestein,2015,5,"Brilliant device, wonderful keyboard.","As a go to device around the house to quickly google something it's brilliant. Instantly on and unbelievable battery life, it's always ready. For travel it beats any laptop I've had. Watch movies in the car then connect to a network to reach all your documents and pictures on google drive. Oh, yeah, the keyboard: it's wonderful! If you type you'll never have to think about where keys are, they are exactly where they are supposed to be and very responsive. The mouse track pad is not annoying - for the very first time in my life I didn't have a chance to think about it and hate it - it simply went exactly where I wanted it to go and was quicker and more responsive than tablets I've used.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2032,suzzie Q,2015,5,Love this chromebook,"Love this chromebook, It is so lightweight to use when I want to sit on the couch or relax in bed and go to the internet.  Before I was trying to do this with my 17"" HP laptop and cooling pad and it got pretty heavy and big on my lap after a few minutes. I find this samsung very responsive and I love the size of the keyboard and how the keys are placed. I am looking forward to alot of years enjoying this item.  Now I am just looking for a new printer that is ""chromebook compatible"" because I still want to be able to print with this.  My current wireless printer is not compatible but I will just use it for my other laptops and copying.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2033,salty27,2021,3,Plug is poorly designed,The tip of the plug is really skinny and constantly breaks.  I have had to buy 3 replacement plugs for my daughter,"Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2034,Daniel Kim,2014,5,Quality Chromebook,"If you are a fan of the chrome OS then you will love this chromebook. It is super light, the front cover feels very nice making the laptop very attractive. The display quality is great for a 360$ laptop and the keyboard does not feel cheap at all. The keys are very responsive yet the frame its self does not bounce back like cheap plastic usually does. Overall great buy, Im planning on using this computer for college because I will not need a lot of computer power, just something that can get the essays and presentations done.Just a tip, you might wanna buy the ethernet to usb3.0 converter, this way you can get internet if there isnt wifi in the building. (this chromebook comes with one usb 3.0 port)","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2035,paul d.,2014,4,Fairs fair.,"Very happy with the purchase of this little computer, lives up to my expectations, which is to say I can email and pay my bills, do my banking and listen to the radio on line.  Screen quality could be a little better but the price is reasonable enough, I would not begrudge paying a little more for a better quality screen or if it meant Amazon paying it's workers a little more money and treating them with a little more dignity and respect.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2036,Homemaker,2014,3,"Good chromebook, poor display","I bought this unit a few weeks ago. Light, fast starting, it does everything I need to do, mainly to update my profile, something a few web sites do not allow me to do via mobile devices, and cut my cord from windows. Definitely my travel pc so I don't have to use a public pc.If you intend to watch videos, stay away from this book, because the display is mediocre. Remind me of the old TFT days when I had to tilt the panel or adjust my position to get a passable view of the screen. It's so 80's.3 stars for the book, 0 for display.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2037,Cortney,2014,5,"A solid, high end (albeit expensive) Chromebook","I have owned SEVERAL Chromebooks since inception of the OS, (I have mentioned them below for a comparison).As far as the complete package goes, (Battery life, screen, processing speed and construction) this unit takes the prize.In my opinion, better than:Hp Chromebook 11Hp Chromebook 14 (2nd generation)Toshiba Chromebook 13.3Samsung Chromebook 11.6 (1st generation)Acer C710Acer C720Hp Chromebook 14 (1st generation)Asus C200 11.6Easily the best in the bunch, even among the larger screen models. The fact that Samsung adds free Apps that usually cost a bundle is value added!Samsung has set the bar higher and others should take notice that this is the model to get...Certainly worth the price of admission!","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
2038,londongir0911,2021,2,Came covered in grease,"This was so greasy that I spent ten minutes cleaning it. I also specifically asked the seller does it still update, he lied and said it did. It does not. I'm using this while I fix my Mac but I won't be using this seller again.","Samsung Chromebook 2 11.6 Inch Laptop (Samsung Exynos, 4 GB, 16 GB SSD, Black)",49,samsung
